bulk_f_c,bulk_s_c,bulk_n_c,rhizo_f_c,rhizo_s_c,rhizo_n_c,litter_f_c,litter_s_c,litter_n_c,bulk_f_n,bulk_s_n,bulk_n_n,rhizo_f_n,rhizo_s_n,rhizo_n_n,litter_f_n,litter_s_n,litter_n_n
0.007356643,0.005300624,0.005333667,0.006157002,0.001885978,0.002092989,0.017398818,0.005037466,0.005950534,0.001050949,0.000757232,0.000761952,0.000879532,0.000269446,0.000298963,0.002485545,0.000719638,0.000850076
