uFastC,uSlowC,uNecroC,pFastC,pSlowC,pNecroC,livingMicrobeC,uFastN,uSlowN,uNecroN,pFastN,pSlowN,pNecroN,inorganicN,CO2,livingMicrobeN
0.011363076,0.253977428,0.003079616,0.192706992,0.02615822,0.360856629,0.01013993,4.07E-05,0.012836504,0.000329959,0.00221473,0.001304573,0.03866321,0.001083691,240.8171075,0.001448506
