uFastC,uSlowC,uNecroC,pFastC,pSlowC,pNecroC,livingMicrobeC,uFastN,uSlowN,uNecroN,pFastN,pSlowN,pNecroN,inorganicN,CO2,livingMicrobeN
0.021120396,0.081409167,0.004190921,8.99199475431069e-322,8.99199475431069e-322,8.99199475431069e-322,0.028366545,0.000960018,0.004100597,0.000449027,8.99199475431069e-322,8.99199475431069e-322,8.99199475431069e-322,0.001083691,0.091452085,0.004052363
