uFastC,uSlowC,uNecroC,pFastC,pSlowC,pNecroC,livingMicrobeC,uFastN,uSlowN,uNecroN,pFastN,pSlowN,pNecroN,inorganicN,CO2,livingMicrobeN
0.027084019,2.370964194,0.020482357,1.61302658,0.235672879,3.214804359,0.017999745,0.000566205,0.117800543,0.002194538,0.020169913,0.011747833,0.344443324,0.001083691,2166.898405,0.002571391
